sale_id,product_id,sale_date,quantity_sold,total_sale_amount,customer_region,discount_applied,shipping_cost
946,167,2022-08-19,8,10348.1,Europe,0.15,43.06
947,167,2023-03-10,2,2739.2,Asia,0.1,14.17
948,132,2022-03-14,3,3035.23,Asia,0.25,38.75
949,198,2022-02-28,10,7422.64,North America,0.27,31.36
950,204,2022-02-14,9,9490.64,North America,0.23,13.13
951,53,2023-06-01,4,8222.98,Asia,0.23,35.46
952,223,2021-06-25,1,848.07,North America,0.09,49.16
953,168,2022-02-11,7,1809.69,North America,0.11,46.81
954,59,2021-03-11,6,5109.08,South America,0.05,8.65
955,190,2021-08-16,8,11467.66,North America,0.19,17.12
956,61,2021-10-15,6,9153.12,South America,0.29,34.53
957,178,2021-10-28,6,7624.32,Europe,0.28,49.99
958,209,2022-06-30,4,6048.29,Asia,0.26,41.07
959,111,2021-04-09,6,3793.74,South America,0.24,38.47
960,183,2021-03-14,2,4026.63,South America,0.12,13.01
961,129,2023-10-13,2,404.14,South America,0.01,14.37
962,129,2022-03-16,7,1300.18,Europe,0.09,38.87
963,33,2021-05-05,2,3256.49,Asia,0.09,41.05
964,132,2021-09-08,10,12950.3,Asia,0.04,34.95
965,16,2022-05-29,9,10143.71,South America,0.06,25.04
966,18,2023-09-09,8,5382.59,North America,0.08,32.02
967,220,2023-06-11,7,14579.25,South America,0.24,32.62
968,49,2023-10-11,7,16151.37,South America,0.03,28.1
969,186,2021-04-02,4,4037.88,South America,0.19,37.11
970,30,2021-08-14,9,2680.31,Asia,0.19,28.61
971,118,2023-05-07,8,12793.87,South America,0.13,45.82
972,131,2021-03-22,5,4648.56,Asia,0.04,10.75
973,66,2022-04-15,4,6796.27,North America,0.16,18.3
974,90,2022-06-16,9,8459.35,North America,0.02,7.03
975,180,2022-11-03,9,4035.82,Asia,0.13,9.25
976,15,2022-07-13,6,4335.96,North America,0.08,8.68
977,242,2023-09-29,2,4589.64,Europe,0.22,25.83
978,103,2021-07-05,7,16622.44,Asia,0.01,23.73
979,109,2023-07-24,6,5072.86,South America,0.18,25.47
980,120,2021-03-07,10,7340.16,Europe,0.24,20.36
981,18,2023-02-17,4,2749.8,Asia,0.06,38.62
982,143,2023-03-09,2,1663.13,South America,0.13,5.81
983,191,2021-07-06,2,320.96,South America,0.0,34.51
984,45,2023-11-29,7,14772.01,South America,0.26,48.46
985,75,2022-03-04,5,1297.58,Asia,0.19,48.83
986,64,2022-05-17,7,4742.83,Europe,0.24,8.94
987,209,2023-01-03,1,1920.74,Europe,0.06,41.72
988,84,2021-11-27,1,2056.93,Europe,0.06,34.19
989,235,2022-08-26,7,15584.42,Europe,0.25,43.62
990,219,2023-01-18,2,1028.14,South America,0.09,25.85
991,50,2021-06-15,7,4987.73,Europe,0.01,12.47
992,88,2022-08-31,8,2555.43,South America,0.29,26.22
993,47,2021-06-29,10,15882.54,South America,0.07,18.27
994,132,2021-04-21,1,1214.09,South America,0.1,9.62
995,223,2023-09-16,7,4892.74,Asia,0.25,38.17
996,206,2021-08-28,1,317.96,South America,0.15,26.87
997,69,2021-03-11,4,4625.89,South America,0.21,28.77
998,59,2022-06-22,10,8156.6,South America,0.09,7.86
999,54,2021-09-16,8,4054.73,Asia,0.04,33.02
1000,37,2022-05-07,8,17575.98,Asia,0.21,5.94
1001,120,2022-03-27,4,3322.39,Europe,0.14,24.71
1002,30,2022-03-09,10,2683.99,South America,0.27,20.26
1003,120,2022-12-13,3,2144.1,South America,0.26,37.53
1004,40,2021-09-17,7,3465.42,Asia,0.25,35.29
1005,60,2022-11-18,8,16353.86,Europe,0.24,43.0
1006,48,2022-04-02,5,3842.36,South America,0.21,8.88
1007,163,2023-11-25,3,2478.27,South America,0.05,12.03
1008,147,2023-08-01,2,2608.64,South America,0.24,47.44
1009,127,2022-01-17,5,13534.71,North America,0.07,30.06
1010,87,2021-03-24,6,7530.82,Europe,0.26,21.07
1011,223,2021-08-20,3,2096.89,North America,0.25,45.25
1012,163,2022-02-19,2,1565.23,Europe,0.1,10.13
1013,122,2023-09-16,2,1074.17,Asia,0.17,26.89
1014,190,2021-07-20,6,8176.01,Asia,0.23,39.65
1015,136,2021-09-04,3,2147.96,North America,0.26,44.32
1016,236,2021-09-13,1,1872.14,South America,0.28,24.7
1017,244,2023-11-29,2,418.87,North America,0.29,40.17
1018,64,2023-05-11,9,7943.35,North America,0.01,9.74
1019,152,2022-05-27,4,8304.95,Asia,0.27,12.07
1020,11,2022-07-31,8,7959.95,North America,0.23,27.43
1021,78,2023-12-18,3,6037.97,Europe,0.19,20.06
1022,132,2022-02-20,2,2023.48,South America,0.25,24.76
1023,80,2022-11-21,1,2064.58,Asia,0.07,41.41
1024,61,2021-05-29,5,9131.63,Asia,0.15,8.84
1025,63,2022-05-31,7,17655.51,Europe,0.11,34.92
1026,165,2022-11-04,9,17296.47,South America,0.13,15.27
1027,216,2022-05-07,7,14347.27,Asia,0.28,45.41
1028,8,2022-02-27,1,1872.88,North America,0.13,39.66
1029,49,2023-07-01,2,4281.66,Europe,0.1,23.07
1030,213,2021-07-29,7,17224.77,Europe,0.02,39.16
1031,124,2021-02-08,10,24305.67,Asia,0.02,33.42
1032,32,2022-01-30,7,2614.49,Asia,0.12,35.64
1033,129,2023-08-03,6,894.0,Asia,0.27,5.36
1034,208,2021-06-27,9,15908.48,South America,0.18,11.61
1035,234,2023-07-17,8,1471.22,South America,0.19,44.94
1036,51,2021-02-01,6,8870.29,South America,0.27,40.17
1037,149,2023-12-29,4,8367.48,Asia,0.26,8.79
1038,240,2022-07-02,7,1813.81,Europe,0.22,38.3
1039,245,2022-11-26,9,11685.11,North America,0.3,17.78
1040,221,2021-12-20,9,11621.98,Europe,0.17,28.46
1041,249,2022-06-29,1,488.67,Asia,0.01,40.85
1042,155,2022-03-21,4,2190.24,South America,0.25,18.68
1043,132,2021-06-10,9,11776.68,Asia,0.03,7.7
1044,154,2022-04-26,5,1568.0,North America,0.19,20.95
1045,141,2022-07-15,2,3307.01,North America,0.13,30.76
1046,123,2022-07-10,8,9297.0,Europe,0.1,15.62
1047,36,2023-03-31,6,3119.08,Europe,0.09,35.01
1048,29,2023-01-09,7,4059.73,Asia,0.16,16.14
1049,56,2022-07-24,9,10635.34,Asia,0.17,42.03
1050,57,2022-08-26,8,16962.51,South America,0.03,37.02
1051,129,2022-06-14,2,395.97,Europe,0.03,24.12
1052,188,2022-01-13,8,10143.73,South America,0.06,8.51
1053,93,2022-05-25,10,2066.62,Asia,0.17,40.05
1054,90,2021-09-23,10,8152.44,South America,0.15,24.05
1055,66,2022-10-07,8,12621.65,Europe,0.22,23.76
1056,222,2021-06-29,3,7138.47,South America,0.15,26.81
1057,153,2022-11-30,3,3533.44,North America,0.29,28.09
1058,19,2022-01-11,4,6171.77,Europe,0.14,6.47
1059,156,2023-10-24,9,13448.39,South America,0.11,47.83
1060,7,2022-11-28,2,548.51,North America,0.04,30.73
1061,113,2021-06-02,9,19698.94,Asia,0.05,21.72
1062,136,2023-02-17,5,4402.35,Europe,0.09,6.26
1063,72,2021-09-04,3,1669.19,Asia,0.24,23.98
1064,175,2022-07-14,5,6069.34,South America,0.06,41.86
1065,20,2022-02-15,1,2466.13,North America,0.04,20.69
1066,185,2023-04-21,7,2537.91,South America,0.14,18.94
1067,195,2021-08-03,6,11434.27,Europe,0.23,26.39
1068,33,2022-07-21,3,4562.66,South America,0.15,25.74
1069,87,2023-11-24,8,13026.28,North America,0.04,37.75
1070,193,2021-03-17,10,7998.4,Europe,0.2,23.43
1071,102,2022-08-21,7,4737.29,South America,0.1,7.06
1072,122,2023-04-22,5,2620.71,North America,0.19,43.97
1073,179,2021-12-13,10,7229.09,Asia,0.19,39.72
1074,73,2023-12-22,9,21103.31,North America,0.19,33.98
1075,214,2021-11-06,4,3284.37,North America,0.29,29.38
1076,19,2021-08-05,10,15070.61,North America,0.16,38.78
1077,18,2021-05-09,2,1170.13,North America,0.2,28.93
1078,118,2021-01-23,5,6985.16,South America,0.24,16.04
1079,196,2022-11-13,2,916.79,South America,0.24,32.31
1080,162,2022-09-09,10,1730.12,North America,0.01,43.79
1081,20,2022-12-02,6,13409.61,Asia,0.13,23.67
1082,148,2023-09-28,7,9137.59,North America,0.08,10.16
1083,113,2022-05-12,9,19698.94,Asia,0.05,11.48
1084,208,2021-09-22,2,4095.68,Europe,0.05,47.85
1085,59,2021-09-04,1,734.99,North America,0.18,19.64
1086,94,2021-01-14,1,286.5,Europe,0.09,9.44
1087,89,2023-05-07,7,7686.36,North America,0.27,16.61
1088,25,2022-02-09,1,1473.05,Europe,0.06,38.85
1089,49,2021-11-08,8,16175.16,North America,0.15,27.7
1090,89,2021-05-30,5,7370.48,South America,0.02,25.92
1091,187,2021-10-12,2,846.57,Europe,0.15,23.34
1092,44,2021-09-05,1,771.6,North America,0.08,48.36
1093,22,2021-10-03,4,5521.36,Europe,0.23,34.32
1094,139,2022-01-14,5,5178.54,Europe,0.17,25.07
1095,200,2023-04-04,3,707.5,Europe,0.11,49.34
1096,88,2023-01-30,9,2874.86,South America,0.29,48.26
1097,3,2023-11-26,1,2646.23,Asia,0.0,25.91
1098,173,2021-07-09,3,4426.14,South America,0.0,47.01
1099,154,2023-05-19,5,1587.36,South America,0.18,42.78
1100,110,2022-01-25,6,4211.24,Asia,0.25,14.57
1101,236,2021-08-16,1,2470.19,North America,0.05,29.03
1102,5,2022-09-18,5,9016.73,Europe,0.03,36.43
1103,227,2023-11-23,9,17167.06,Europe,0.3,44.52
1104,23,2023-07-03,10,10606.13,Asia,0.15,41.09
1105,228,2021-07-18,5,371.12,Asia,0.29,36.85
1106,85,2021-08-29,4,4874.82,Europe,0.2,19.47
1107,153,2022-07-02,8,9422.5,Europe,0.29,19.78
1108,213,2021-12-15,1,2058.94,North America,0.18,5.19
1109,135,2022-06-26,3,7163.67,South America,0.12,45.29
1110,103,2023-09-02,7,14103.89,North America,0.16,40.43
1111,128,2022-08-24,9,22914.65,South America,0.01,42.44
1112,195,2021-07-15,2,4405.41,Asia,0.11,41.58
1113,128,2021-10-21,7,17102.4,North America,0.05,39.56
1114,139,2022-07-11,2,2146.28,South America,0.14,47.13
1115,164,2021-10-18,1,2191.31,Asia,0.07,5.89
1116,13,2021-06-04,6,2856.83,Asia,0.06,41.73
1117,172,2021-05-25,4,3743.77,Asia,0.07,27.22
1118,69,2021-12-30,1,1346.78,Europe,0.08,45.7
1119,125,2022-07-16,1,1702.83,South America,0.06,41.95
1120,111,2023-01-02,2,1231.3,South America,0.26,30.61
1121,46,2022-07-26,3,2417.62,Europe,0.17,34.69
1122,74,2021-04-10,2,286.13,Europe,0.18,38.57
1123,165,2023-12-29,5,7952.4,Asia,0.28,43.5
1124,90,2023-06-21,4,2877.33,Asia,0.25,6.04
1125,135,2022-11-29,9,18071.98,South America,0.26,5.09
1126,227,2021-10-12,1,2016.45,South America,0.26,19.53
1127,62,2023-02-11,5,3359.14,South America,0.04,28.32
1128,161,2021-07-27,6,14937.7,Europe,0.16,6.96
1129,126,2023-03-25,1,1311.08,South America,0.08,23.9
1130,72,2023-03-18,6,4392.6,North America,0.0,13.76
1131,177,2021-03-07,10,5702.36,Europe,0.24,49.56
1132,187,2023-03-09,7,2474.96,Europe,0.29,46.26
1133,101,2023-02-21,3,7504.22,North America,0.1,7.83
1134,172,2022-10-01,1,865.5,Asia,0.14,41.36
1135,148,2023-02-19,5,6597.79,Asia,0.07,26.31
1136,88,2022-10-08,1,337.42,Europe,0.25,28.39
1137,214,2022-01-24,2,1780.96,North America,0.23,32.88
1138,149,2022-05-18,8,18770.28,North America,0.17,8.85
1139,33,2021-01-18,1,1592.46,North America,0.11,45.05
1140,49,2023-11-07,3,6993.38,North America,0.02,41.11
1141,23,2023-12-10,5,5115.9,North America,0.18,24.43
1142,62,2021-08-04,1,580.85,South America,0.17,18.27
1143,81,2023-11-25,7,9555.77,Europe,0.03,38.84
1144,90,2021-11-12,10,7289.24,South America,0.24,33.08
1145,208,2022-01-27,7,12976.83,North America,0.14,24.26
1146,78,2023-04-12,6,11926.85,North America,0.2,35.41
1147,27,2021-06-07,8,11480.11,North America,0.16,31.45
1148,81,2023-03-01,2,2814.66,Europe,0.0,37.1
1149,191,2023-06-30,10,1540.61,Asia,0.04,27.9
1150,174,2022-12-04,7,13499.91,Europe,0.14,32.94
1151,15,2023-10-13,4,3016.32,Europe,0.04,6.98
1152,77,2022-05-17,5,5503.43,Asia,0.18,28.09
1153,76,2022-04-10,5,3995.82,Europe,0.18,29.35
1154,203,2023-02-15,3,6523.25,Asia,0.14,32.15
1155,145,2021-07-03,6,10614.22,Europe,0.29,28.3
1156,156,2021-02-01,1,1561.42,North America,0.07,41.86
1157,207,2023-09-05,7,11276.62,Europe,0.1,48.94
1158,191,2021-10-29,2,288.86,South America,0.1,35.05
1159,45,2023-03-13,10,22528.75,Asia,0.21,43.34
1160,18,2021-02-19,10,6655.1,North America,0.09,19.79
1161,170,2022-05-04,8,11766.95,South America,0.26,45.97
1162,45,2021-04-03,4,8213.01,Europe,0.28,33.74
1163,200,2023-12-08,8,1717.07,Asia,0.19,15.76
1164,92,2023-07-24,7,892.05,North America,0.06,13.29
1165,41,2023-06-28,6,9463.68,North America,0.0,21.1
1166,10,2021-02-15,3,4017.52,Asia,0.09,13.75
1167,53,2021-04-06,1,1895.56,Asia,0.29,13.96
1168,20,2023-08-30,3,7167.2,Europe,0.07,16.79
1169,66,2021-10-18,6,9102.15,Europe,0.25,16.07
1170,186,2022-11-11,1,1183.95,North America,0.05,16.78
1171,187,2021-11-19,1,373.48,North America,0.25,11.18
1172,21,2023-11-20,6,11585.51,Europe,0.28,18.73
1173,37,2021-08-01,6,12681.41,South America,0.24,34.74
1174,54,2022-05-15,2,1013.68,Europe,0.04,44.72
1175,139,2022-08-21,4,4691.88,Asia,0.06,22.02
1176,192,2023-12-26,6,12541.08,Europe,0.18,48.96
1177,152,2023-02-03,1,2190.0,Asia,0.23,31.43
1178,23,2021-11-09,3,3369.01,Asia,0.1,7.4
1179,122,2022-11-26,3,1436.54,South America,0.26,48.58
1180,223,2021-12-11,4,2907.68,North America,0.22,40.31
1181,82,2023-11-10,3,6547.79,Asia,0.15,38.81
1182,26,2023-02-24,8,3746.2,Asia,0.16,13.05
1183,3,2023-10-21,9,18814.7,South America,0.21,37.2
1184,200,2021-09-24,8,1950.25,North America,0.08,23.04
1185,16,2023-07-07,4,4460.35,Europe,0.07,14.14
1186,153,2023-08-03,7,10799.37,South America,0.07,24.13
1187,237,2021-01-26,10,11088.97,Asia,0.05,42.91
1188,46,2023-11-04,9,8476.22,Asia,0.03,38.82
1189,89,2021-10-30,8,10108.09,North America,0.16,15.36
1190,180,2023-02-14,8,3504.92,South America,0.15,20.14
1191,170,2023-09-30,8,13834.11,South America,0.13,21.54
1192,220,2021-08-16,6,15127.34,South America,0.08,6.11
1193,244,2023-11-24,4,1085.53,North America,0.08,8.41
1194,234,2022-11-08,5,851.4,North America,0.25,28.08
1195,142,2023-02-27,5,771.59,North America,0.28,9.43
1196,236,2021-12-02,6,15445.19,Europe,0.01,14.01
1197,248,2023-01-07,6,4718.72,Asia,0.08,38.53
1198,100,2021-10-26,4,2956.18,Asia,0.21,49.91
1199,50,2023-11-08,1,554.19,Asia,0.23,17.68
1200,63,2023-08-16,7,14283.11,North America,0.28,41.98
1201,233,2023-03-22,8,12364.99,Europe,0.2,49.52
1202,12,2021-04-06,7,7056.71,Europe,0.07,37.55
1203,229,2022-08-27,8,2591.2,South America,0.07,31.42
1204,138,2021-05-20,8,8215.06,Europe,0.1,8.86
1205,140,2022-01-29,7,14652.77,Europe,0.23,36.41
1206,42,2022-10-07,8,20282.55,Asia,0.13,30.13
1207,216,2022-04-24,3,7088.23,North America,0.17,10.78
1208,205,2023-03-13,8,5595.97,Asia,0.24,42.54
1209,155,2022-06-10,4,2540.68,South America,0.13,35.86
1210,224,2022-06-17,9,943.73,North America,0.09,31.41
1211,224,2023-05-29,3,328.41,Asia,0.05,47.87
1212,10,2023-05-09,10,11920.12,South America,0.19,32.14
1213,100,2022-06-06,7,6155.59,South America,0.06,22.58
1214,195,2022-02-22,4,8513.83,South America,0.14,19.8
1215,53,2022-06-17,5,12948.53,Europe,0.03,9.69
1216,172,2022-11-03,1,754.79,North America,0.25,32.15
1217,200,2021-01-04,3,747.24,South America,0.06,46.01
1218,77,2021-12-31,5,6308.81,North America,0.06,18.1
1219,115,2021-03-07,8,1094.93,Europe,0.02,28.33
1220,58,2021-01-13,6,6555.93,Europe,0.26,23.49
1221,79,2023-06-18,2,4277.78,North America,0.04,23.83
1222,88,2021-01-24,7,2236.0,Europe,0.29,43.96
1223,158,2022-12-18,4,7137.82,South America,0.09,41.81
1224,72,2022-02-06,3,1800.97,Europe,0.18,47.26
1225,188,2021-05-25,9,9469.28,Europe,0.22,25.65
1226,203,2021-07-26,1,1769.87,South America,0.3,25.06
1227,82,2021-09-10,10,19514.98,South America,0.24,28.66
1228,170,2022-06-02,8,13675.1,North America,0.14,6.76
1229,77,2021-04-26,5,5436.32,Asia,0.19,46.35
1230,212,2023-04-05,5,11622.78,Europe,0.12,42.05
1231,113,2021-08-19,7,14998.84,South America,0.07,45.5
1232,194,2022-01-28,8,3031.99,North America,0.12,34.66
1233,173,2021-07-13,7,8158.85,Europe,0.21,6.96
1234,47,2021-04-23,5,6318.86,North America,0.26,29.2
1235,123,2023-11-19,4,3770.45,North America,0.27,23.51
1236,223,2023-03-03,6,5479.87,Asia,0.02,9.74
1237,135,2022-03-18,7,16335.33,North America,0.14,16.37
1238,12,2022-03-25,8,8585.12,South America,0.01,33.75
1239,245,2022-07-31,7,11685.11,Europe,0.1,22.97
1240,27,2022-04-16,7,11838.87,Europe,0.01,16.28
1241,135,2022-06-06,6,13024.85,South America,0.2,25.89
1242,119,2021-10-22,2,5052.49,South America,0.02,34.57
1243,249,2021-07-12,3,1273.51,Europe,0.14,17.56
1244,63,2023-08-03,3,6376.39,Europe,0.25,32.31
1245,30,2023-01-21,5,1764.82,Europe,0.04,38.37
1246,115,2023-08-30,2,223.46,Asia,0.2,5.5
1247,223,2022-07-28,3,2432.39,North America,0.13,13.01
1248,142,2021-01-14,9,1813.23,North America,0.06,36.35
1249,104,2021-02-17,7,11597.35,North America,0.21,24.98
1250,239,2021-03-13,1,253.25,Europe,0.23,39.52
1251,154,2021-10-31,6,1695.76,North America,0.27,14.0
1252,235,2023-08-16,7,20571.43,Europe,0.01,5.66
1253,62,2023-04-13,2,1301.67,Europe,0.07,44.7
1254,180,2021-01-24,3,1530.83,Asia,0.01,28.06
1255,88,2023-07-27,6,2240.5,Europe,0.17,13.53
1256,212,2021-12-25,9,20921.0,Europe,0.12,24.25
1257,128,2022-04-19,4,9978.55,North America,0.03,19.55
1258,208,2023-03-25,7,12071.47,Europe,0.2,5.54
1259,130,2023-02-13,8,10107.39,Asia,0.07,34.61
1260,229,2022-01-13,10,3099.69,Europe,0.11,8.03
1261,147,2023-08-28,7,10932.26,North America,0.09,31.95
1262,32,2022-10-27,9,2903.1,Europe,0.24,46.5
1263,165,2023-07-02,5,7841.95,South America,0.29,31.99
1264,3,2023-06-26,3,7144.82,Asia,0.1,33.59
1265,72,2022-02-08,8,5739.66,South America,0.02,5.79
1266,210,2023-12-05,7,909.58,North America,0.15,38.38
1267,214,2022-08-10,4,4579.62,North America,0.01,39.15
1268,196,2021-03-04,5,2804.65,Europe,0.07,24.28
1269,35,2023-08-18,10,19934.28,South America,0.02,11.19
1270,168,2022-04-09,5,1365.26,North America,0.06,21.91
1271,76,2022-12-21,4,2806.82,South America,0.28,31.91
1272,171,2022-03-25,6,4392.75,North America,0.04,19.29
1273,109,2023-07-28,9,7052.52,Asia,0.24,23.67
1274,249,2022-05-30,1,459.06,Asia,0.07,37.98
1275,91,2023-10-09,4,10999.73,Europe,0.06,7.43
1276,194,2023-12-25,4,1412.63,Asia,0.18,22.17
1277,87,2021-07-16,3,4426.9,South America,0.13,5.27
1278,76,2022-06-04,2,1383.92,Europe,0.29,7.34
1279,77,2021-03-05,4,5154.43,Europe,0.04,12.82
1280,166,2023-02-17,4,647.16,South America,0.15,24.18
1281,134,2021-02-04,5,3673.41,South America,0.05,13.89
1282,149,2023-02-11,3,6954.05,South America,0.18,18.64
1283,30,2023-03-08,4,1353.03,North America,0.08,40.16
1284,127,2022-11-09,6,15368.44,South America,0.12,12.55
1285,222,2022-06-14,7,16656.43,Europe,0.15,38.07
1286,31,2023-08-20,8,3796.69,North America,0.01,22.16
1287,100,2023-09-26,5,3835.55,Europe,0.18,11.88
1288,53,2023-06-01,5,11880.61,Asia,0.11,18.76
1289,246,2021-01-25,7,10250.99,Asia,0.17,26.64
1290,61,2021-08-23,3,5092.23,Europe,0.21,13.81
1291,57,2023-12-22,1,2185.89,Asia,0.0,27.53
1292,143,2021-08-04,8,6728.97,South America,0.12,23.71
1293,122,2021-11-12,6,3416.64,North America,0.12,18.85
1294,160,2023-06-28,7,3963.83,North America,0.27,49.66
1295,75,2022-11-21,7,1614.77,South America,0.28,12.31
1296,173,2021-10-09,5,5680.21,Asia,0.23,38.82
1297,109,2023-03-28,9,7330.91,Asia,0.21,33.57
1298,150,2023-02-12,1,2268.15,Europe,0.2,46.69
1299,135,2023-01-09,4,9334.47,Asia,0.14,46.47
1300,67,2022-04-30,1,675.02,Asia,0.21,34.04
1301,56,2021-02-27,10,12244.16,Asia,0.14,35.65
1302,42,2021-04-06,4,9558.44,Europe,0.18,47.83
1303,12,2022-06-17,1,1040.62,South America,0.04,9.15
1304,172,2022-12-17,7,5565.34,North America,0.21,48.84
1305,125,2022-02-18,9,11901.69,Europe,0.27,44.42
1306,49,2022-10-22,7,15318.83,South America,0.08,18.6
1307,218,2021-05-16,10,13592.76,North America,0.09,23.52
1308,41,2023-01-16,2,2555.19,Asia,0.19,39.95
1309,145,2023-02-17,3,6876.82,South America,0.08,14.43
1310,167,2022-02-05,5,7608.9,South America,0.0,12.58
1311,51,2022-06-18,1,1964.42,South America,0.03,39.82
1312,92,2022-07-17,9,1061.51,South America,0.13,17.98
1313,245,2022-10-30,3,5286.12,Europe,0.05,13.39
1314,167,2021-06-03,4,5174.05,North America,0.15,27.62
1315,78,2021-05-29,8,16498.81,Europe,0.17,14.57
1316,130,2021-10-12,1,1059.65,Europe,0.22,41.41
1317,102,2023-11-22,5,2669.42,South America,0.29,44.22
1318,142,2021-08-10,10,2079.0,North America,0.03,33.64
1319,167,2023-08-31,5,7380.63,North America,0.03,10.61
1320,61,2021-02-24,6,12762.8,South America,0.01,15.57
1321,167,2023-06-23,2,3043.56,North America,0.0,16.97
1322,237,2023-02-02,10,8871.18,Europe,0.24,6.88
1323,199,2022-10-27,9,12415.42,Asia,0.24,21.9
1324,213,2021-04-12,8,17274.99,South America,0.14,20.17
1325,248,2022-09-01,6,4564.85,Asia,0.11,45.06
1326,107,2023-10-09,4,6661.5,South America,0.28,34.93
1327,99,2023-01-22,10,3113.36,Asia,0.02,21.02
1328,183,2022-07-09,2,4575.72,South America,0.0,44.17
1329,120,2023-08-18,3,2868.46,Asia,0.01,10.53
1330,40,2023-04-19,4,2349.88,South America,0.11,32.83
1331,237,2023-07-29,9,9244.7,Asia,0.12,13.46
1332,223,2021-12-25,1,754.88,Asia,0.19,44.3
1333,38,2021-02-09,8,15874.8,North America,0.07,26.8
1334,78,2022-04-16,6,12970.45,South America,0.13,46.92
1335,123,2023-01-10,2,2014.35,Europe,0.22,18.22
1336,139,2021-12-05,3,2770.2,North America,0.26,44.43
1337,70,2021-06-25,3,6032.23,South America,0.15,8.92
1338,0,2022-02-24,3,4276.96,South America,0.27,47.98
1339,59,2021-05-18,9,7502.28,North America,0.07,14.52
1340,122,2023-08-31,2,1125.94,Europe,0.13,37.21
1341,17,2022-12-30,6,12597.84,Europe,0.27,39.48
1342,140,2023-10-28,5,10874.04,North America,0.2,47.82
1343,235,2022-11-08,3,6411.87,South America,0.28,33.51
1344,211,2023-04-29,2,4559.89,Europe,0.24,19.98
1345,140,2023-05-10,10,20932.53,Asia,0.23,32.03
1346,28,2021-11-26,7,2097.14,South America,0.27,38.43
1347,161,2021-11-20,9,18938.87,Europe,0.29,24.66
1348,135,2023-05-16,4,9985.72,North America,0.08,18.09
1349,216,2021-08-17,2,5124.02,Europe,0.1,31.65
1350,192,2023-11-22,2,4231.34,Asia,0.17,10.73
1351,77,2023-12-17,7,7798.76,North America,0.17,5.08
1352,140,2023-09-28,10,22835.48,South America,0.16,43.12
1353,89,2023-09-13,6,6949.31,Europe,0.23,40.89
1354,15,2022-01-01,9,5655.6,North America,0.2,31.58
1355,56,2023-01-02,7,9966.18,Asia,0.0,43.36
1356,126,2021-12-12,3,3249.21,Europe,0.24,18.36
1357,122,2021-10-15,8,4141.38,Asia,0.2,11.63
1358,24,2022-02-14,3,726.29,North America,0.22,43.21
1359,215,2023-12-12,10,7142.31,North America,0.1,27.61
1360,210,2023-01-26,5,535.04,South America,0.3,36.79
1361,56,2022-05-22,4,4840.72,South America,0.15,36.69
1362,163,2023-03-20,1,617.39,Europe,0.29,19.99
1363,72,2021-01-29,4,2313.44,Europe,0.21,7.37
1364,116,2022-07-05,8,15682.49,Europe,0.22,18.46
1365,204,2022-11-25,1,1150.38,South America,0.16,20.18
1366,235,2023-06-27,6,13714.29,Asia,0.23,22.6
1367,169,2023-10-27,5,3773.04,South America,0.21,13.78
1368,108,2022-05-25,2,2619.01,North America,0.04,38.85
1369,175,2022-11-22,5,5552.8,Europe,0.14,12.37
1370,208,2023-01-29,8,13623.52,Europe,0.21,18.1
1371,2,2023-03-03,4,10395.13,North America,0.07,38.68
1372,31,2021-11-30,6,2243.5,Europe,0.22,30.91
1373,144,2022-10-25,7,13129.45,Europe,0.29,24.22
1374,183,2023-08-26,1,2219.22,Europe,0.03,48.84
1375,61,2023-12-03,1,2062.68,Asia,0.04,28.19
1376,202,2021-04-15,10,12870.08,South America,0.13,11.69
1377,200,2023-04-18,4,1049.32,South America,0.01,15.84
1378,243,2022-01-10,5,8985.06,South America,0.21,47.95
1379,134,2021-01-13,2,1190.96,South America,0.23,43.92
1380,101,2023-01-18,5,11256.33,North America,0.19,25.03
1381,67,2023-11-08,2,1657.63,Europe,0.03,10.49
1382,0,2023-10-28,1,1601.42,South America,0.18,49.43
1383,95,2023-03-04,5,11267.22,Europe,0.21,9.25
1384,124,2023-09-05,7,14757.01,South America,0.15,34.01
1385,233,2021-02-07,5,8017.92,North America,0.17,9.47
1386,171,2022-05-17,9,6451.85,North America,0.06,41.58
1387,32,2023-03-07,7,2465.94,South America,0.17,29.14
1388,191,2021-11-10,2,269.61,North America,0.16,31.31
1389,194,2021-11-26,4,1223.13,Europe,0.29,45.39
1390,226,2021-01-09,10,1883.91,South America,0.21,5.24
1391,190,2022-07-13,6,10193.47,Europe,0.04,10.8
1392,214,2021-02-12,3,3365.33,North America,0.03,16.55
1393,242,2023-10-03,2,4177.75,Asia,0.29,27.78
1394,194,2021-01-29,9,3682.31,North America,0.05,48.97
1395,233,2023-03-29,4,7032.59,Asia,0.09,47.58
1396,139,2023-03-26,9,9770.59,Asia,0.13,30.97
1397,116,2022-04-17,9,16511.86,Europe,0.27,49.86
1398,194,2023-02-09,2,689.09,North America,0.2,7.01
1399,7,2021-07-17,4,1097.01,Europe,0.04,43.52
1400,229,2021-04-08,3,856.77,Asia,0.18,14.72
1401,208,2022-09-11,5,10346.98,North America,0.04,33.0
1402,237,2022-06-20,9,9664.91,Europe,0.08,22.18
1403,196,2021-08-31,7,3630.96,South America,0.14,47.51
1404,59,2022-12-23,3,2258.75,Asia,0.16,8.18
1405,30,2022-03-16,4,1161.84,Europe,0.21,30.36
